"ip_addr","load_ms","image_total","minify_save","score_cookies","score_compress","requestType","type","dns_start","ssl_end","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","bytesIn","initiator_line","bytesOut","minify_total","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","protocol","priority","contentType","is_base_page","contentEncoding","cacheControl","jpeg_scan_count","score_progressive_jpeg","expires",
"50.16.218.51","131","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://px.dynamicyield.com/var?cnst=1&_=637793&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=21397&p=1&ve=276473&va=%5B794941%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386182523310328&mech=2&smech=3&eri=1&tsrc=Direct&reqts=1541378553748&rri=4764074","-1","-1","200","-1","","376","5","662","","181105_H5_9","-1","56","-1","-1","","20","6440","-1","GET","20","20","22849","0.118","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","11","6439","/var?cnst=1&_=637793&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=21397&p=1&ve=276473&va=%5B794941%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386182523310328&mech=2&smech=3&eri=1&tsrc=Direct&reqts=1541378553748&rri=4764074","-1","","","6571","6440","6496","6496","6571","75","6440","6571","131","22","23","1","1","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:35 GMT",
"54.225.160.93","127","","","-1","-1","XHR","3","-1","-1","0","1","","100","-1","https://px.dynamicyield.com/var?cnst=1&_=811727&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=208310&p=1&ve=2418921&va=%5B6400215%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386183346635845&mech=1&smech=null&eri=1&tsrc=Direct&reqts=1541378553752&rri=5355539","-1","-1","200","-1","","376","5","668","","181105_H5_9","-1","56","-1","-1","","20","6443","-1","GET","20","20","22849","0.119","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","15","6442","/var?cnst=1&_=811727&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=208310&p=1&ve=2418921&va=%5B6400215%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386183346635845&mech=1&smech=null&eri=1&tsrc=Direct&reqts=1541378553752&rri=5355539","-1","","","6570","6443","6499","6499","6570","71","6443","6570","127","23","24","1","1","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:35 GMT",
"172.217.195.156","835","","","-1","-1","Document","3","6177","6473","0","1","","100","6272","https://adservice.google.com/ddm/fls/i/src=8168974;type=msnbc0;cat=msnbc0;ord=9314938981752;gtm=2odas3;auiddc=1247195787.1541378521;_dc_1=1;~oref=https%3A%2F%2Fwww.msnbc.com%2F","5","6272","200","201","","689","","424","","181105_H5_9","6182","66","6183","100","","194","6474","89","GET","177","177","","0.116","-1","-1","adservice.google.com","100","-1","","20","6176","/ddm/fls/i/src=8168974;type=msnbc0;cat=msnbc0;ord=9314938981752;gtm=2odas3;auiddc=1247195787.1541378521;_dc_1=1;~oref=https%3A%2F%2Fwww.msnbc.com%2F","-1","","Google","7309","6474","6540","6540","7309","769","6177","7309","1130","24","25","1","1","h2","high","text/html; charset=UTF-8","","gzip","private, max-age=0","","","Mon, 05 Nov 2018 00:42:36 GMT",
"50.16.218.51","326","","","-1","-1","XHR","3","6471","6879","0","1","","100","6524","https://px.dynamicyield.com/var?cnst=1&_=171495&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=358064&p=1&ve=3854897&va=%5B10304155%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386180126394662&mech=1&smech=null&eri=1&tsrc=Direct&reqts=1541378553761&rri=8332139","3","6524","200","355","","376","5","669","","181105_H5_9","6474","63","6475","-1","","20","6880","49","GET","20","20","22849","0.120","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","16","6452","/var?cnst=1&_=171495&msn=webserve-d081bc8.use&uid=-2558044440776175146&sec=8765952&t=ri&e=358064&p=1&ve=3854897&va=%5B10304155%5D&ses=c3a51d32ca8a8bf5a6a4eee018ac1e3c&nses=false&sesst=0&expSes=69700&aud=12397.487793.487794.16316.16317.469489&expVisitId=1477386180126394662&mech=1&smech=null&eri=1&tsrc=Direct&reqts=1541378553761&rri=8332139","-1","","","7206","6880","6943","6943","7206","263","6471","7206","733","25","26","1","1","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:36 GMT",
"50.16.218.51","321","","","-1","-1","XHR","3","6477","6885","0","1","","100","6544","https://px.dynamicyield.com/batch?cnst=1&_=1541378556767_791190","22","6544","200","341","","376","5","1488","","181105_H5_9","6499","87","6502","-1","","20","6886","42","POST","20","20","23529","0.121","-1","-1","px.dynamicyield.com","100","-1","https://static.dynamicyield.com/scripts/12324/dy-coll-min.js","17","6458","/batch?cnst=1&_=1541378556767_791190","-1","","","7207","6886","6973","6973","7207","234","6477","7207","726","26","27","1","1","http/1.1","medium","text/html","","gzip","no-cache","","","Mon, 05 Nov 2018 00:42:36 GMT",
"52.84.141.59","302","","","-1","-1","Script","3","6510","6906","0","1","","100","6591","https://native.sharethrough.com/assets/sfp.js?_=1541378554404","34","6591","200","315","","108349","4","181","","181105_H5_9","6544","46","6545","100","2578","374637","6907","46","GET","108023","108023","16644","0.122","-1","-1","native.sharethrough.com","100","-1","https://code.jquery.com/jquery-2.2.4.min.js","18","6507","/assets/sfp.js?_=1541378554404","0","","Amazon CloudFront","7209","6907","6953","6953","7209","256","6510","7209","697","27","28","1","1","h2","high","application/javascript","","gzip","public, max-age=3600","","","Fri, 02 Nov 2018 16:25:32 GMT",
"","1324","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://idsync.rlcdn.com/382399.gif?partner_uid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","307","-1","","432","3","0","","181105_H5_9","-1","1324","-1","-1","","0","7039","-1","GET","0","","260228","0.128","-1","-1","idsync.rlcdn.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7039","/382399.gif?partner_uid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8363","7039","8363","8363","8363","0","7039","8363","1324","28","29","1","1","","","","","","no-cache, no-store","","","",
"","1267","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://sync.crwdcntrl.net/map/c=10924/tp=OOLA/tpid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","302","-1","","386","3","0","","181105_H5_9","-1","1267","-1","-1","","0","7040","-1","GET","0","","260228","0.129","-1","-1","sync.crwdcntrl.net","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7040","/map/c=10924/tp=OOLA/tpid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8307","7040","8307","8307","8307","0","7040","8307","1267","29","30","1","1","","","","","","no-cache","","","Thu, 01 Jan 1970 00:00:00 GMT",
"","1263","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://ml314.com/utsync.ashx?eid=50077&et=0&fp=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a&return=https%3a%2f%2fidsync.rlcdn.com%2f395886.gif%3fpartner_uid%3d%5bPersonID%5d","-1","-1","302","-1","","686","3","0","","181105_H5_9","-1","1263","-1","-1","","0","7041","-1","GET","184","","260228","0.130","-1","-1","ml314.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7041","/utsync.ashx?eid=50077&et=0&fp=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a&return=https%3a%2f%2fidsync.rlcdn.com%2f395886.gif%3fpartner_uid%3d%5bPersonID%5d","-1","","","8304","7041","8304","8304","8304","0","7041","8304","1263","30","31","1","1","","","text/html; charset=utf-8","","","private","","","0,Mon, 05 Nov 2018 19:42:38 GMT",
"","1713","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://aorta.clickagy.com/pixel.gif?ch=145&cm=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","302","-1","","815","3","0","","181105_H5_9","-1","1713","-1","-1","","0","7042","-1","GET","0","","260228","0.131","-1","-1","aorta.clickagy.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7042","/pixel.gif?ch=145&cm=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8755","7042","8755","8755","8755","0","7042","8755","1713","31","32","1","1","","","application/json","","","no-cache, no-store, must-revalidate","","","",
"","1266","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://loadm.exelator.com/load/?p=204&g=1270&j=0&BUID=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","302","-1","","898","3","0","","181105_H5_9","-1","1266","-1","-1","","0","7043","-1","GET","0","","260228","0.132","-1","-1","loadm.exelator.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7043","/load/?p=204&g=1270&j=0&BUID=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8309","7043","8309","8309","8309","0","7043","8309","1266","32","33","1","1","","","image/gif","","","no-cache","","","",
"","1262","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://tags.bluekai.com/site/35702?id=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","302","-1","","540","3","0","","181105_H5_9","-1","1262","-1","-1","","0","7044","-1","GET","0","","260228","0.133","-1","-1","tags.bluekai.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7044","/site/35702?id=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8306","7044","8306","8306","8306","0","7044","8306","1262","33","34","1","1","","","","","","","","","",
"","1259","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://aa.agkn.com/adscores/g.pixel?sid=9212237748&puid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","302","-1","","562","3","0","","181105_H5_9","-1","1259","-1","-1","","0","7044","-1","GET","0","","260228","0.134","-1","-1","aa.agkn.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7044","/adscores/g.pixel?sid=9212237748&puid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8303","7044","8303","8303","8303","0","7044","8303","1259","34","35","1","1","","","","","","no-cache, no-store, must-revalidate","","","0",
"","1262","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://i.liadm.com/s/32441?bidder_id=88068&bidder_uuid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","-1","303","-1","","366","3","0","","181105_H5_9","-1","1262","-1","-1","","0","7046","-1","GET","0","","260228","0.136","-1","-1","i.liadm.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","-1","7046","/s/32441?bidder_id=88068&bidder_uuid=a67080a5-e15b-4804-88f8-87d00bc85067-tuct2d9175a","-1","","","8308","7046","8308","8308","8308","0","7046","8308","1262","35","36","1","1","","","","","","","","","",
"157.240.18.35","138","44","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://www.facebook.com/tr/?id=258438165004812&ev=PageView&dl=https%3A%2F%2Fwww.msnbc.com%2F&rl=&if=false&ts=1541378557255&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378523349.1888406439&it=1541378554320&coo=false","-1","-1","200","-1","0","418","25","166","","181105_H5_9","-1","30","-1","100","","44","7074","-1","GET","44","","20846","0.126","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","6946","/tr/?id=258438165004812&ev=PageView&dl=https%3A%2F%2Fwww.msnbc.com%2F&rl=&if=false&ts=1541378557255&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378523349.1888406439&it=1541378554320&coo=false","-1","","Facebook","7212","7074","7104","7104","7212","108","7074","7212","138","36","37","1","1","h2","low","image/gif","","","no-cache, must-revalidate, max-age=0","","","Mon, 05 Nov 2018 00:42:37 GMT",
"157.240.18.35","132","44","","-1","100","Image","3","6942","7078","","1","","-1","6990","https://www.facebook.com/tr/?id=514991798612189&ev=PageView&dl=https%3A%2F%2Fwww.msnbc.com%2F&rl=&if=false&ts=1541378557248&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378523349.1888406439&it=1541378554320&coo=false","1","6990","200","88","0","418","25","351","","181105_H5_9","6943","30","6947","100","","44","7079","43","GET","44","","20846","0.125","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbevents.js","19","6940","/tr/?id=514991798612189&ev=PageView&dl=https%3A%2F%2Fwww.msnbc.com%2F&rl=&if=false&ts=1541378557248&sw=375&sh=667&v=2.8.32&r=stable&ec=0&o=30&fbp=fb.1.1541378523349.1888406439&it=1541378554320&coo=false","-1","","Facebook","7211","7079","7109","7109","7211","102","6942","7211","264","37","38","1","1","h2","low","image/gif","","","no-cache, must-revalidate, max-age=0","","","Mon, 05 Nov 2018 00:42:37 GMT",
"172.217.195.156","1129","","","-1","-1","Script","3","-1","-1","0","1","","100","-1","https://adservice.google.com/adsid/integrator.js?domain=www.msnbc.com","-1","-1","200","-1","","638","1","67","","181105_H5_9","-1","86","-1","100","","109","7180","-1","GET","104","104","12055","0.137","-1","-1","adservice.google.com","100","-1","https://www.googletagservices.com/tag/js/gpt.js","20","7179","/adsid/integrator.js?domain=www.msnbc.com","-1","","Google","8309","7180","7266","7266","8309","1043","7180","8309","1129","38","39","1","1","h2","high","application/javascript; charset=UTF-8","","gzip","private, no-cache, no-store","","","",
"23.40.70.146","123","43","","-1","100","Image","3","6901","7188","","1","","-1","6978","https://px.moatads.com/pixel.gif?e=17&t=1541378556984&de=626982567748&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=Not%20Loaded&zMoatAllDataLoadTime=Not%20Loaded&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&na=483494950&cs=0","36","6978","200","210","0","368","186","754","","181105_H5_9","6937","50","6938","100","","43","7189","40","GET","43","","305","0.124","-1","-1","px.moatads.com","100","-1","https://z.moatads.com/nbcuyieldheader7581548001/yi.js","21","6899","/pixel.gif?e=17&t=1541378556984&de=626982567748&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=Not%20Loaded&zMoatAllDataLoadTime=Not%20Loaded&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&na=483494950&cs=0","-1","","Akamai","7312","7189","7239","7239","7312","73","6901","7312","409","39","40","1","1","http/1.1","low","image/gif","","","max-age=0, no-cache, no-store","","","Mon, 05 Nov 2018 00:42:37 GMT",
"23.40.70.146","919","43","","-1","100","Image","3","-1","-1","","1","","-1","-1","https://px.moatads.com/pixel.gif?e=0&t=1541378556984&de=626982567748&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=Not%20Loaded&zMoatAllDataLoadTime=Not%20Loaded&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&zn=0&zMoat_YI1=0&zMoat_YIL0T=NBCU_YIELD_HEADER1&na=1473689055&cs=0","-1","-1","200","-1","0","368","","802","","181105_H5_9","-1","81","-1","100","","43","7391","-1","GET","43","","","0.140","-1","-1","px.moatads.com","100","-1","","21","7381","/pixel.gif?e=0&t=1541378556984&de=626982567748&d=NBCU_YIELD_HEADER1%3AMobile%3A-%3A-&i=YIELD_INTELLIGENCE_INTERNAL1&ar=3595e181146-clean&zMoatRendered=0&zMoatSlotTargetingLoaded=0&zMoatSlotTargetingSet=0&zMoatPageDataTargetingSet=0&zMoatSafetyTargetingSet=0&zMoatEmptySlot=0&zMoatNadoDataLoadTime=Not%20Loaded&zMoatAllDataLoadTime=Not%20Loaded&bo=msnbc.com&bd=msnbc.com&ac=1&bq=11&f=0&zn=0&zMoat_YI1=0&zMoat_YIL0T=NBCU_YIELD_HEADER1&na=1473689055&cs=0","-1","","Akamai","8310","7391","7472","7472","8310","838","7391","8310","919","40","41","1","1","http/1.1","low","image/gif","","","max-age=0, no-cache, no-store","","","Mon, 05 Nov 2018 00:42:38 GMT",
"151.101.46.2","820","","","-1","-1","XHR","3","-1","-1","","1","","-1","-1","https://trc.taboola.com/nbc-msnbchomepage/log/3/available","-1","-1","204","-1","","105","3","3342","","181105_H5_9","-1","96","-1","-1","","0","7484","-1","POST","0","","441391","0.143","-1","-1","trc.taboola.com","-1","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","13","7474","/nbc-msnbchomepage/log/3/available","-1","","","8304","7484","7580","7580","8304","724","7484","8304","820","41","42","1","1","h2","medium","image/gif","","","no-cache","","","",
"","1077","","","-1","-1","Image","3","-1","-1","","1","","-1","-1","https://secure-sdk.imrworldwide.com/cgi-bin/gn?prd=session&c9=devid,&c13=asid,P85E5B977-5FE2-4654-A4A4-3AF8BAAF454E&sessionId=GJswEsLgWuHARughs7uZ6vuXBGOWO1541378555&C16=sdkv,bj.6.0.0","-1","-1","302","-1","","646","247","0","","181105_H5_9","-1","1077","-1","-1","","0","7679","-1","GET","44","","8","0.151","-1","-1","secure-sdk.imrworldwide.com","-1","-1","https://cdn-gl.imrworldwide.com/novms/html/ls.html","-1","7679","/cgi-bin/gn?prd=session&c9=devid,&c13=asid,P85E5B977-5FE2-4654-A4A4-3AF8BAAF454E&sessionId=GJswEsLgWuHARughs7uZ6vuXBGOWO1541378555&C16=sdkv,bj.6.0.0","-1","","","8756","7679","8756","8756","8756","0","7679","8756","1077","42","43","1","1","","","image/gif","","","no-cache","","","Thu, 01 Dec 1994 16:00:00 GMT",
"52.21.62.66","534","","","-1","-1","Script","3","6897","7778","","1","","-1","6954","https://mb.moatads.com/yi.js?qn=(%2BIb%7Cj8o%3FJ%7D_s4rU8tLK%3AaooxD.(%3DN4kl%2FNEXo*XsVv%5E%258Ks%26Oiy7p%3B%3F6UOHY4XV6%5B5.%5Eh%3C6HuZz%5EaLihL%3BggqhB3UZ%2F66bJN7QB5%5D0cxz%3B(IA%24Jz_%7CX~iKB%3DK%2C%7BSC7%25%40qwMoI3%2B%3BggqhB3U4(%5B*rUo8Ov%3Cm%7CzrIcz(asiw2KD5pf5%5BG%24c%5B5IU37~uxn%3AA%5ECzb.eByZ%3ClF&qp=00010&is=voqBBBBBBBHhBBBBBBBBBBRqBBBY3NT5cB7XwUct8gKCBS9lYBBBCC4pYFmR4BOZBBBSJBBBBBBBBBBHUoBOFCyB7BB3CBBmB5BimBBBBoexjblXqEvBCfkBBiMeiHJmciFeCVMCBBeBBkKzQClBeaBBBBBBC5iBBBBBBBBBBxknZlysGxCBBBBBC9VBBBRpnICyRBBBRbBBBBBBBBBBC9ThFF3cBKBCBBBBBBB7BBdBz1BC7fPBBpCBJSBBBBBBICDCCCCDCCDDDDCDaBdh2eBBBGI57kNB8CJoBBCBBeBBBBB&iv=6&qt=0&gz=0&hh=0&hn=0&tw=null&qc=0&qd=0&qf=375&qe=603&qh=375&qg=13330&qm=300&qa=375&qb=667&qi=375&qj=667&qr=0&url=https%3A%2F%2Fwww.msnbc.com%2F&confidence=2&pcode=nbcuyieldheader7581548001&callback=MoatNadoAllJsonpRequest_24317242","6","6954","200","824","","2135","29","1132","","181105_H5_9","6903","122","6904","-1","","1905","7778","50","GET","1905","","156","0.123","-1","-1","mb.moatads.com","100","-1","https://z.moatads.com/nbcuyieldheader7581548001/yi.js","22","6894","/yi.js?qn=(%2BIb%7Cj8o%3FJ%7D_s4rU8tLK%3AaooxD.(%3DN4kl%2FNEXo*XsVv%5E%258Ks%26Oiy7p%3B%3F6UOHY4XV6%5B5.%5Eh%3C6HuZz%5EaLihL%3BggqhB3UZ%2F66bJN7QB5%5D0cxz%3B(IA%24Jz_%7CX~iKB%3DK%2C%7BSC7%25%40qwMoI3%2B%3BggqhB3U4(%5B*rUo8Ov%3Cm%7CzrIcz(asiw2KD5pf5%5BG%24c%5B5IU37~uxn%3AA%5ECzb.eByZ%3ClF&qp=00010&is=voqBBBBBBBHhBBBBBBBBBBRqBBBY3NT5cB7XwUct8gKCBS9lYBBBCC4pYFmR4BOZBBBSJBBBBBBBBBBHUoBOFCyB7BB3CBBmB5BimBBBBoexjblXqEvBCfkBBiMeiHJmciFeCVMCBBeBBkKzQClBeaBBBBBBC5iBBBBBBBBBBxknZlysGxCBBBBBC9VBBBRpnICyRBBBRbBBBBBBBBBBC9ThFF3cBKBCBBBBBBB7BBdBz1BC7fPBBpCBJSBBBBBBICDCCCCDCCDDDDCDaBdh2eBBBGI57kNB8CJoBBCBBeBBBBB&iv=6&qt=0&gz=0&hh=0&hn=0&tw=null&qc=0&qd=0&qf=375&qe=603&qh=375&qg=13330&qm=300&qa=375&qb=667&qi=375&qj=667&qr=0&url=https%3A%2F%2Fwww.msnbc.com%2F&confidence=2&pcode=nbcuyieldheader7581548001&callback=MoatNadoAllJsonpRequest_24317242","-1","","","8312","7778","7900","7900","8312","412","6897","8312","1414","43","44","1","1","http/1.1","high","text/html; charset=UTF-8","","","max-age=900","","","",
"100.24.249.251","448","","","-1","-1","XHR","3","7272","7916","3199","1","","39","7435","https://www.vilynx.com/get_hashes.php","98","7435","200","481","","5426","4","5157","","181105_H5_9","7370","370","7371","-1","","5252","7916","64","POST","5252","5252","6593","0.139","-1","-1","www.vilynx.com","100","-1","https://static.vilynx.com/gallery/vpg.4.5.0.min.js","23","7256","/get_hashes.php","-1","","","8364","7916","8286","8286","8364","78","7272","8364","1091","44","45","1","1","http/1.1","medium","application/json","","","no-cache","","","",
"151.101.46.2","2888","","","-1","-1","Image","3","7463","8030","0","1","","0","7566","https://images.taboola.com/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/e200e4efe732a12be623b9ec506b2c26.gif","51","7566","200","464","","6373933","3","323","","181105_H5_9","7514","29","7516","100","2303782","6373241","8033","50","GET","6373241","6373241","304571","0.141","-1","-1","images.taboola.com","100","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","31","7451","/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/e200e4efe732a12be623b9ec506b2c26.gif","100","","Fastly","10921","8033","8062","8062","10921","2859","7463","10921","3453","45","46","1","1","h2","low","image/gif","","","public, max-age=2592000","","","",
"151.101.46.2","1209","150178","","-1","86","Image","3","-1","-1","","1","","-1","-1","https://images.taboola.com/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//gleaned-images.stuff.com/signals-test/304c156bf41edbe0bc68bde6f8cc0d509ab61b8702c5237999c378b9","-1","-1","200","-1","20091","150880","3","151","","181105_H5_9","-1","237","-1","100","2545225","150178","8048","-1","GET","150178","","304571","0.142","-1","-1","images.taboola.com","100","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","31","7466","/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//gleaned-images.stuff.com/signals-test/304c156bf41edbe0bc68bde6f8cc0d509ab61b8702c5237999c378b9","100","","Fastly","9257","8048","8285","8285","9257","972","8048","9257","1209","46","47","1","1","h2","low","image/gif","","","public, max-age=2592000","","","",
"151.101.46.2","1344","231549","","-1","85","Image","3","-1","-1","","1","","-1","-1","https://images.taboola.com/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/35f2d0b77005530364a92cb9d2aa1438.jpg","-1","-1","200","-1","34189","232294","3","138","","181105_H5_9","-1","237","-1","100","2483322","231549","8058","-1","GET","231549","","304571","0.144","-1","-1","images.taboola.com","100","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","31","7476","/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/35f2d0b77005530364a92cb9d2aa1438.jpg","100","","Fastly","9402","8058","8295","8295","9402","1107","8058","9402","1344","47","48","1","1","h2","low","image/gif","","","public, max-age=2592000","","","",
"151.101.46.2","1312","247989","","-1","84","Image","3","-1","-1","","1","","-1","-1","https://images.taboola.com/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/ad00f93ae2fad8d3f329bbad11f30801.jpg","-1","-1","200","-1","39224","248732","3","138","","181105_H5_9","-1","174","-1","100","2589548","247989","8096","-1","GET","247989","","304571","0.145","-1","-1","images.taboola.com","100","-1","https://cdn.taboola.com/libtrc/impl.330-85-RELEASE.js","31","7514","/taboola/image/fetch/f_gif%2Cq_auto%2Ch_380%2Cw_760%2Cc_fill%2Cg_faces:auto%2Ce_sharpen/http%3A//cdn.taboola.com/libtrc/static/thumbnails/ad00f93ae2fad8d3f329bbad11f30801.jpg","100","","Fastly","9408","8096","8270","8270","9408","1138","8096","9408","1312","48","49","1","1","h2","low","image/gif","","","public, max-age=2592000","","","",
